Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.03;1.48;1.25;1.25;1.01;1.66;2.75;0.85;1.25;1.68;2.20;1.81;3.07
Price/Earnings;318.51;—;—;—;—;—;—;—;—;—;—;—;25.84
Price/Cash Flow;9.50;10.55;14.56;13.32;9.11;85.64;—;—;44.17;—;316.82;200.55;17.36
Price/Book;7.26;14.29;8.04;7.99;6.42;20.80;2.74;0.78;1.37;1.04;1.15;4.25;4.27
Price/Forward Earnings;—;9.95;56.18;23.47;34.72;25.00;17.64;7.36;20.96;33.00;72.99;25.89;—
PEG Ratio;—;—;—;—;—;0.91;0.71;0.29;1.50;2.75;6.06;1.44;—
Earnings Yield %;0.31;-10.22;-7.13;-1.24;-3.10;-3.41;-2.69;-15.94;-7.21;-33.80;-11.45;-12.33;—
Enterprise Value (Mil);16.92;48.84;47.06;49.13;42.12;100.44;224.27;171.51;236.66;153.07;171.52;179.70;—
Enterprise Value/EBIT;133.23;—;126.84;35.17;112.93;1,895.16;1,073.07;—;—;—;-412.27;301.54;—
Enterprise Value/EBITDA;15.83;31.88;14.15;11.78;12.18;29.31;40.93;19.75;24.41;—;56.40;34.45;—
