Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.31;0.27;0.25;0.29;0.19;0.34;0.34;0.23;0.29;0.28;0.43;0.31;3.07
Price/Earnings;56.00;18.92;—;9.68;—;11.63;42.57;19.61;92.00;—;28.28;36.84;25.84
Price/Cash Flow;—;5.79;28.74;32.75;819.14;—;4.66;2.94;—;12.69;4.11;8.95;17.36
Price/Book;2.28;1.89;1.50;1.30;0.99;1.07;0.99;0.79;1.01;0.84;1.04;1.00;4.27
Price/Forward Earnings;10.89;45.45;-51.02;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;1.82;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.79;5.29;-4.91;10.33;-1.30;8.60;2.35;5.10;1.09;0.00;3.54;2.57;—
Enterprise Value (Mil);47.53;37.60;32.25;32.00;24.68;32.69;29.43;21.88;28.82;26.53;27.63;29.12;—
Enterprise Value/EBIT;34.82;8.85;—;5.49;—;7.36;22.00;9.23;23.49;44.78;25.30;22.87;—
Enterprise Value/EBITDA;26.43;8.00;—;4.98;188.51;6.53;14.20;7.05;14.63;15.81;12.56;18.34;—
