Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.65;0.98;2.12;2.95;1.38;1.82;1.22;1.27;0.74;0.83;1.96;1.08;3.01
Price/Earnings;10.61;11.90;21.62;26.06;9.70;14.15;14.19;12.67;7.98;—;222.29;23.93;25.53
Price/Cash Flow;3.79;11.33;16.67;24.28;6.90;7.56;7.42;11.45;4.97;—;52.24;9.52;17.03
Price/Book;2.56;2.21;4.55;5.82;2.48;2.98;1.95;2.16;1.27;0.99;1.66;1.67;4.19
Price/Forward Earnings;8.03;8.06;16.05;16.56;10.21;14.10;—;11.76;8.98;33.00;—;11.05;—
PEG Ratio;—;0.81;1.61;1.66;1.02;1.41;—;1.18;—;—;—;1.25;—
Earnings Yield %;9.42;8.40;4.62;3.84;10.31;7.07;7.05;7.89;12.53;-9.00;-18.12;7.58;—
Enterprise Value (Bil);0.78;0.88;2.76;4.92;2.66;4.08;3.48;5.01;4.94;5.21;6.48;4.26;—
Enterprise Value/EBIT;6.08;5.02;11.21;14.82;5.57;8.41;8.97;21.31;9.18;—;407.26;57.20;—
Enterprise Value/EBITDA;5.78;4.62;11.21;13.11;4.90;7.03;6.70;12.52;6.59;119.11;122.44;16.03;—
