Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.83;1.09;1.71;1.91;1.55;1.92;1.91;0.93;1.09;0.66;1.14;1.29;3.01
Price/Earnings;8.46;9.71;14.58;16.82;12.63;15.08;18.83;10.47;—;48.67;21.33;30.41;25.53
Price/Cash Flow;5.47;6.75;10.62;11.19;9.25;11.85;11.08;5.52;6.67;5.00;8.64;7.99;17.03
Price/Book;4.08;3.77;5.05;5.13;3.71;4.09;3.88;1.80;4.00;2.40;3.56;3.03;4.19
Price/Forward Earnings;7.12;8.34;9.26;—;—;—;—;—;—;—;—;—;—
PEG Ratio;0.85;1.67;1.85;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;11.82;10.30;6.86;5.94;7.92;6.63;5.31;9.55;-8.85;2.05;4.69;0.41;—
Enterprise Value (Bil);1.91;2.24;3.17;3.55;3.13;4.02;4.40;2.55;3.00;2.00;2.75;3.18;—
Enterprise Value/EBIT;7.63;7.52;10.11;11.04;9.01;10.90;13.74;9.85;—;23.68;18.57;14.87;—
Enterprise Value/EBITDA;5.86;6.16;8.39;9.20;7.47;8.76;10.11;6.59;—;10.09;10.65;9.06;—
