Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.46;0.48;0.62;0.63;0.55;0.47;0.48;0.56;0.67;0.66;0.94;0.57;3.07
Price/Earnings;18.68;—;28.42;47.31;18.19;17.50;17.78;16.36;16.07;17.46;22.41;16.97;25.84
Price/Cash Flow;16.69;9.23;21.89;1,959.77;27.91;13.95;41.91;8.87;14.00;7.97;10.45;14.46;17.36
Price/Book;2.06;2.92;4.20;4.05;5.06;4.80;4.67;4.91;4.84;5.48;7.84;5.03;4.27
Price/Forward Earnings;14.45;13.76;16.72;17.51;13.74;15.41;14.10;12.39;14.66;16.18;20.62;14.41;—
PEG Ratio;0.83;0.56;0.71;0.75;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.35;-6.97;3.52;2.11;5.50;5.71;5.62;6.11;6.22;5.73;4.46;6.13;—
Enterprise Value (Bil);0.53;0.52;0.74;0.72;0.80;0.73;0.80;0.89;0.95;0.95;1.40;0.87;—
Enterprise Value/EBIT;12.12;—;—;23.98;11.70;11.54;12.21;11.37;11.44;12.62;16.34;11.82;—
Enterprise Value/EBITDA;9.35;—;—;18.00;10.22;10.09;10.80;10.27;10.52;11.76;15.43;10.69;—
