Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.61;1.25;1.08;1.66;0.86;1.56;2.64;1.38;2.58;2.03;1.69;2.20;3.07
Price/Earnings;—;—;—;—;—;—;—;19.50;—;—;314.39;—;25.84
Price/Cash Flow;57.90;18.16;17.96;4,603.38;—;14.69;119.47;19.76;—;17.02;37.02;70.85;17.36
Price/Book;0.94;0.81;0.81;1.24;0.75;1.95;3.44;1.60;3.06;2.78;2.80;2.80;4.27
Price/Forward Earnings;-40.00;-9.47;-6.54;-12.89;-24.33;50.51;44.05;15.60;40.82;57.14;60.24;45.68;—
PEG Ratio;—;—;—;—;—;25.20;22.05;1.04;—;—;—;—;—
Earnings Yield %;-8.45;-13.51;-21.21;-9.03;-17.12;-28.17;-2.23;5.13;-5.15;-1.75;-10.65;-8.06;—
Enterprise Value (Mil);166.78;91.81;82.14;171.75;79.78;190.86;428.16;214.70;480.09;482.92;406.92;402.70;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;14.74;—;—;148.70;-14.73;—
Enterprise Value/EBITDA;47.48;20.60;—;—;—;—;40.58;6.34;—;29.00;45.18;-16.02;—
