Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.61;2.21;1.47;1.01;0.81;0.63;0.76;0.77;0.63;0.59;1.36;0.68;1.76
Price/Earnings;38.84;—;—;—;—;—;—;95.23;—;—;134.38;96.89;17.62
Price/Cash Flow;8.79;—;36.35;24.62;29.59;—;—;5.30;51.39;7.15;16.17;14.89;9.46
Price/Book;2.24;2.18;1.71;1.37;1.48;2.13;1.76;1.74;1.48;1.29;3.23;1.62;2.05
Price/Forward Earnings;11.11;—;—;—;—;—;—;—;—;—;—;—;—
PEG Ratio;4.45;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;2.57;—;—;—;—;-37.82;-3.04;—;—;—;0.74;-9.91;—
Enterprise Value (Bil);0.91;—;—;—;—;0.81;0.93;—;—;—;1.38;0.84;—
Enterprise Value/EBIT;17.13;—;—;—;—;—;123.14;—;—;—;56.09;-0.31;—
Enterprise Value/EBITDA;9.33;—;—;—;—;—;14.29;—;—;—;18.38;14.47;—
