Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.16;1.86;2.37;2.49;3.80;10.85;13.94;6.74;14.52;22.08;26.83;14.33;3.07
Price/Earnings;13.20;15.33;20.81;19.66;30.80;54.74;48.01;17.85;60.18;85.33;96.87;53.21;25.84
Price/Cash Flow;9.08;9.78;10.96;13.20;16.70;45.54;43.68;19.91;34.69;62.50;76.13;43.27;17.36
Price/Book;2.13;1.62;2.11;2.59;3.97;10.81;18.46;8.59;12.84;21.08;27.19;15.42;4.27
Price/Forward Earnings;12.44;11.25;20.33;17.57;28.33;35.21;38.31;18.69;32.79;46.30;52.63;37.53;—
PEG Ratio;0.75;0.96;2.35;1.43;3.13;2.41;2.64;1.73;5.10;2.90;3.70;3.32;—
Earnings Yield %;7.58;6.53;4.81;5.09;3.25;1.83;2.08;5.60;1.66;1.17;1.03;2.21;—
Enterprise Value (Bil);5.74;4.25;6.09;8.05;14.42;53.91;112.95;75.83;136.78;320.78;505.61;154.42;—
Enterprise Value/EBIT;7.92;7.02;11.50;10.90;18.90;36.30;38.85;16.10;58.68;78.26;88.95;46.01;—
Enterprise Value/EBITDA;6.22;5.15;7.88;8.39;14.90;32.26;36.45;15.33;50.96;63.96;72.69;40.59;—
