Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.13;0.23;0.34;0.35;0.55;0.48;0.60;0.41;0.42;0.42;0.67;0.48;1.89
Price/Earnings;9.13;29.00;53.49;24.73;20.72;14.14;27.35;24.13;41.00;—;17.59;24.18;18.67
Price/Cash Flow;1.72;2.77;3.12;6.04;22.68;6.56;5.04;6.74;2.64;3.39;4.52;5.41;10.50
Price/Book;0.38;0.59;0.90;0.94;1.26;1.11;1.55;1.05;1.14;1.21;1.71;1.24;1.64
Price/Forward Earnings;10.94;12.00;32.26;21.88;18.69;15.08;15.04;—;22.78;27.55;16.61;17.85;—
PEG Ratio;—;0.23;0.62;0.42;—;—;—;—;—;—;—;—;—
Earnings Yield %;10.96;3.45;1.87;4.04;4.83;7.07;3.66;4.15;2.44;-6.74;5.69;2.11;—
Enterprise Value (Mil);201.20;217.34;268.93;279.62;419.69;414.02;515.20;389.93;430.34;382.32;464.27;424.72;—
Enterprise Value/EBIT;6.49;12.23;47.16;16.05;14.51;15.18;16.71;12.31;18.18;—;11.91;77.69;—
Enterprise Value/EBITDA;3.49;5.25;9.36;7.11;7.91;7.89;8.72;6.37;7.45;10.70;5.91;7.83;—
