Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.85;2.00;2.09;1.27;0.93;1.02;0.71;1.11;1.17;1.48;3.55;1.35;3.07
Price/Earnings;614.50;16.66;—;10.34;9.00;21.86;33.95;32.77;20.98;—;18.46;30.62;25.84
Price/Cash Flow;23.25;8.23;10.39;—;37.80;26.64;17.28;30.96;18.04;2.30;2.85;24.45;17.36
Price/Book;13.88;6.73;8.87;4.66;5.43;6.09;6.62;7.84;9.91;1,554.86;92.12;164.48;4.27
Price/Forward Earnings;14.41;12.72;18.94;32.36;27.03;17.42;—;—;18.15;31.95;96.15;33.72;—
PEG Ratio;0.79;1.06;1.58;2.70;—;—;—;—;—;—;—;—;—
Earnings Yield %;0.16;6.00;-1.41;9.67;11.11;4.57;2.95;3.05;4.77;-15.25;-4.70;0.62;—
Enterprise Value (Mil);359.69;230.56;241.71;128.69;92.60;105.12;61.56;101.81;130.54;77.53;118.30;110.55;—
Enterprise Value/EBIT;26.53;9.05;111.85;5.30;9.64;10.40;9.65;15.60;11.45;—;179.11;17.13;—
Enterprise Value/EBITDA;22.16;8.23;48.06;4.75;7.41;8.38;7.11;12.14;10.17;—;42.17;11.71;—
