Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.68;0.76;0.96;0.78;0.90;1.32;1.42;0.82;0.84;0.97;1.18;1.07;3.07
Price/Earnings;11.69;15.26;22.16;14.57;—;21.60;16.21;—;18.07;—;39.34;22.32;25.84
Price/Cash Flow;10.78;7.42;7.91;9.06;5.19;8.11;11.36;8.89;7.70;6.74;9.81;9.12;17.36
Price/Book;1.36;1.39;1.70;1.44;2.07;2.47;2.57;2.21;2.70;3.68;4.04;2.68;4.27
Price/Forward Earnings;9.10;7.52;12.45;12.79;10.83;14.62;16.08;9.29;11.61;12.58;11.14;12.99;—
PEG Ratio;0.65;0.63;1.04;1.07;—;—;—;—;—;—;—;—;—
Earnings Yield %;8.62;6.56;4.51;6.86;-12.94;4.63;6.17;-4.31;5.53;-9.38;-4.40;2.31;—
Enterprise Value (Bil);2.47;3.96;4.51;3.80;3.46;3.88;4.46;3.38;3.59;3.59;4.27;3.85;—
Enterprise Value/EBIT;10.19;13.98;16.90;10.46;—;15.63;13.08;19.79;11.42;179.67;24.84;27.18;—
Enterprise Value/EBITDA;6.39;8.75;9.87;6.73;—;9.48;8.99;10.57;7.76;20.19;12.99;10.68;—
