Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;2.21;6.69;8.35;5.98;6.35;6.50;4.72;8.90;14.43;15.62;7.68;1.51
Price/Earnings;—;15.93;44.01;42.27;20.95;41.64;56.49;—;—;—;215.94;59.89;17.94
Price/Cash Flow;—;15.76;40.92;34.23;17.07;16.58;21.93;32.77;40.20;140.17;200.14;45.47;13.19
Price/Book;—;2.85;6.62;7.35;5.37;4.24;4.17;2.73;4.56;6.98;7.83;4.37;2.44
Price/Forward Earnings;—;14.20;34.01;32.57;17.76;18.98;—;81.30;133.33;192.31;138.89;253.46;—
PEG Ratio;—;—;—;2.17;—;1.31;—;5.42;8.87;12.75;9.30;17.18;—
Earnings Yield %;—;6.28;2.27;2.37;4.77;2.40;1.77;-2.14;-1.83;-1.91;-1.48;-0.20;—
Enterprise Value (Bil);—;0.20;0.83;1.35;1.51;1.42;1.54;0.77;1.64;2.82;3.42;1.55;—
Enterprise Value/EBIT;—;10.67;32.05;33.41;16.29;28.76;35.78;—;—;—;68.61;32.36;—
Enterprise Value/EBITDA;—;10.07;30.88;32.39;16.02;27.83;32.95;—;—;—;136.08;34.04;—
