Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.50;0.78;0.88;0.61;0.63;0.94;0.94;0.67;0.82;0.90;1.01;0.85;1.50
Price/Earnings;6.79;11.88;28.08;22.03;17.99;17.94;14.67;8.36;13.85;21.40;23.53;15.04;24.83
Price/Cash Flow;6.18;10.00;11.16;6.99;7.29;7.31;8.52;5.95;5.82;5.57;6.97;6.83;11.13
Price/Book;1.29;2.18;2.32;1.61;1.25;1.72;1.77;1.17;1.39;1.37;1.48;1.48;1.87
Price/Forward Earnings;8.13;8.52;12.44;11.40;13.14;15.65;12.99;8.20;11.38;15.77;17.27;13.75;—
PEG Ratio;2.28;0.50;0.73;0.67;—;—;1.32;3.57;—;4.13;1.19;—;—
Earnings Yield %;14.73;8.42;3.56;4.54;5.56;5.57;6.81;11.97;7.22;4.67;4.25;7.14;—
Enterprise Value (Bil);4.00;5.87;6.36;5.06;6.43;8.21;8.86;6.88;9.01;8.30;9.29;8.28;—
Enterprise Value/EBIT;5.52;9.13;11.51;20.72;13.40;14.54;10.42;7.57;11.23;19.22;14.72;12.82;—
Enterprise Value/EBITDA;3.98;5.84;7.18;8.67;6.91;7.19;6.44;4.91;6.33;6.98;6.79;6.69;—
