Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.26;1.21;1.30;1.09;0.61;0.84;1.22;1.35;1.34;1.36;1.48;1.18;3.01
Price/Earnings;14.09;25.14;37.94;25.19;14.16;21.31;53.13;30.93;18.34;76.22;85.24;34.59;25.53
Price/Cash Flow;85.39;21.69;16.26;15.37;5.45;8.49;15.10;25.40;20.46;7.52;6.68;20.72;17.03
Price/Book;2.85;3.15;4.46;3.11;1.68;2.07;3.06;2.77;3.50;3.40;4.61;2.99;4.19
Price/Forward Earnings;12.66;14.18;15.38;16.03;10.71;14.16;16.61;13.62;13.44;15.60;16.13;15.08;—
PEG Ratio;1.03;1.42;1.54;1.60;1.07;1.42;1.66;2.73;—;—;—;1.92;—
Earnings Yield %;7.10;3.98;2.64;3.97;7.06;4.69;1.88;3.23;5.45;1.31;-4.16;3.26;—
Enterprise Value (Bil);1.68;3.10;4.42;3.86;2.35;2.69;3.50;3.36;3.73;3.27;3.32;3.21;—
Enterprise Value/EBIT;9.95;28.50;24.85;18.62;11.11;16.60;36.62;25.25;16.50;49.38;53.97;32.09;—
Enterprise Value/EBITDA;9.10;22.73;19.13;14.64;9.02;12.93;25.54;20.38;14.45;32.89;35.94;20.93;—
