Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.11;3.77;4.74;5.09;5.75;4.77;3.46;2.88;3.48;3.29;4.24;3.55;3.07
Price/Earnings;11.77;11.72;20.00;26.27;30.83;27.73;27.79;26.79;31.77;22.25;28.24;27.19;25.84
Price/Cash Flow;9.89;8.25;12.67;15.24;20.27;14.46;13.54;8.94;10.98;10.23;11.85;11.65;17.36
Price/Book;2.47;2.32;3.41;3.66;4.53;4.32;3.66;3.15;4.12;3.68;4.98;3.76;4.27
Price/Forward Earnings;10.76;9.82;16.21;16.84;—;—;—;10.66;—;12.99;14.37;—;—
PEG Ratio;1.04;0.98;1.62;1.68;—;—;—;1.33;—;—;—;—;—
Earnings Yield %;8.49;8.53;5.00;3.81;3.24;3.61;3.60;3.73;3.15;4.49;3.54;3.83;—
Enterprise Value (Bil);1.17;1.30;2.24;2.91;4.19;4.21;4.23;4.00;5.62;5.35;7.67;4.81;—
Enterprise Value/EBIT;8.97;7.94;13.28;16.95;21.03;17.69;17.81;15.98;22.27;16.54;18.44;18.21;—
Enterprise Value/EBITDA;7.86;6.99;11.00;12.85;14.83;11.82;10.86;9.38;11.43;9.38;11.69;10.76;—
