Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;11.65;2.83;0.44;0.43;0.48;1.37;—;3.07
Price/Earnings;—;—;—;—;—;2,579.49;15.15;2.64;4.06;1.61;4.06;—;25.84
Price/Cash Flow;—;—;—;—;—;24.76;12.88;2.21;1.76;2.60;8.09;—;17.36
Price/Book;—;—;—;—;—;278.58;1.96;0.41;0.42;0.25;0.53;—;4.27
Price/Forward Earnings;—;—;—;—;—;44.64;10.07;4.72;-10.95;—;—;—;—
PEG Ratio;—;—;—;—;—;—;1.01;—;—;—;—;—;—
Earnings Yield %;—;—;—;—;—;0.04;6.60;37.84;24.60;62.21;24.63;24.59;—
Enterprise Value (Mil);—;—;—;—;—;704.47;299.41;131.76;159.22;124.16;198.80;231.19;—
Enterprise Value/EBIT;—;—;—;—;—;49.00;8.05;3.60;4.69;2.42;12.71;9.74;—
Enterprise Value/EBITDA;—;—;—;—;—;33.82;6.80;2.53;2.66;1.65;5.02;6.67;—
