Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.46;0.47;1.01;1.27;1.23;1.14;1.03;0.95;0.77;1.23;1.10;1.02;3.07
Price/Earnings;13.03;—;14.71;22.86;14.25;17.37;17.57;6.78;17.55;12.83;11.11;14.25;25.84
Price/Cash Flow;21.38;10.52;41.46;16.34;13.31;16.26;9.46;16.67;16.37;15.29;123.12;118.02;17.36
Price/Book;0.66;0.87;1.88;2.41;2.00;1.88;1.67;1.31;1.11;2.09;2.25;1.62;4.27
Price/Forward Earnings;—;7.50;11.16;—;13.25;16.50;14.47;—;—;—;—;14.94;—
PEG Ratio;—;—;—;—;0.88;1.10;0.96;—;—;—;—;—;—
Earnings Yield %;7.67;-7.10;6.80;4.37;7.02;5.76;5.69;14.74;5.70;7.79;9.00;7.82;—
Enterprise Value (Mil);77.07;88.78;182.16;228.56;216.70;221.88;201.15;154.20;141.13;289.15;362.83;204.56;—
Enterprise Value/EBIT;9.56;1,387.23;10.99;13.56;11.34;14.60;13.46;5.53;13.07;9.72;9.58;11.39;—
Enterprise Value/EBITDA;5.28;20.24;8.73;10.36;9.04;10.52;10.66;4.87;9.50;8.57;8.62;8.96;—
