Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.71;0.74;1.14;1.04;1.47;1.97;1.63;1.31;1.02;1.14;1.58;1.43;1.50
Price/Earnings;7.50;7.01;10.71;9.13;13.64;11.98;16.89;9.88;9.04;10.88;12.56;11.66;24.83
Price/Cash Flow;5.24;4.76;5.05;6.23;6.92;10.16;7.52;6.32;5.09;4.51;6.70;6.86;11.13
Price/Book;0.89;1.07;1.99;1.83;2.10;3.27;2.73;1.86;1.64;1.58;2.04;2.14;1.87
Price/Forward Earnings;7.60;6.53;7.84;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;5.94;7.13;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;13.33;14.26;9.34;10.96;7.33;8.35;5.92;10.12;11.06;9.19;7.96;8.92;—
Enterprise Value (Mil);74.05;122.87;220.00;206.67;264.00;350.56;352.11;277.11;266.71;259.84;332.37;304.52;—
Enterprise Value/EBIT;2.69;4.84;7.28;7.35;8.30;8.11;12.10;9.80;8.66;9.44;11.10;9.72;—
Enterprise Value/EBITDA;1.96;3.61;5.54;5.31;5.60;6.40;8.53;6.72;5.63;5.81;7.29;6.71;—
