Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.24;1.73;2.19;2.23;2.69;2.55;3.70;3.29;3.82;4.96;3.91;3.60;3.07
Price/Earnings;18.69;53.35;55.72;25.28;34.56;24.60;31.25;68.90;46.24;38.89;16.15;40.68;25.84
Price/Cash Flow;13.42;23.99;37.21;19.37;23.54;17.68;26.15;31.31;35.19;25.67;13.30;26.63;17.36
Price/Book;1.16;1.88;2.42;2.38;2.92;2.68;3.18;3.38;3.99;4.97;4.33;3.60;4.27
Price/Forward Earnings;10.48;15.58;17.21;15.82;18.90;17.70;22.22;19.96;21.55;17.48;16.75;20.56;—
PEG Ratio;0.89;1.12;1.62;1.36;2.83;3.97;2.04;1.37;2.10;2.02;—;2.42;—
Earnings Yield %;5.35;1.89;1.79;3.96;2.89;4.07;3.20;1.45;2.16;2.57;6.19;2.79;—
Enterprise Value (Bil);2.52;4.42;5.45;5.57;6.83;6.53;8.46;10.44;12.81;17.84;19.11;11.32;—
Enterprise Value/EBIT;15.91;45.87;54.62;22.62;30.02;21.18;25.77;32.49;40.45;32.42;13.63;30.76;—
Enterprise Value/EBITDA;9.68;19.80;23.86;15.21;20.02;15.71;19.71;21.56;24.58;22.59;11.53;20.96;—
