Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.73;3.99;2.87;2.56;1.49;1.48;2.32;2.10;1.56;1.36;2.91;1.90;3.07
Price/Earnings;24.50;25.36;20.22;19.41;—;194.07;78.49;—;243.36;23.65;409.67;111.37;25.84
Price/Cash Flow;15.59;18.48;13.38;10.85;8.21;8.39;14.15;16.48;15.48;9.41;15.00;14.45;17.36
Price/Book;5.79;5.76;3.78;3.51;3.47;3.81;6.52;8.00;9.05;6.37;12.92;7.37;4.27
Price/Forward Earnings;18.69;20.08;14.37;14.41;11.44;15.72;—;24.51;18.98;15.82;35.84;22.98;—
PEG Ratio;1.22;1.30;1.18;1.44;3.20;3.14;—;4.90;3.80;3.16;—;4.40;—
Earnings Yield %;4.08;3.94;4.95;5.15;-1.51;0.52;1.27;-1.20;0.41;4.23;0.24;1.22;—
Enterprise Value (Bil);7.72;9.80;6.64;5.87;3.29;3.12;4.35;4.21;3.09;2.56;5.51;3.72;—
Enterprise Value/EBIT;17.55;16.90;13.15;11.24;54.82;29.13;41.08;49.52;71.95;—;61.97;163.87;—
Enterprise Value/EBITDA;14.54;13.88;10.26;8.53;14.30;12.72;18.14;19.58;16.20;16.87;21.38;17.65;—
