Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.82;0.67;1.05;0.53;0.50;0.54;0.61;0.20;0.23;0.13;1.64;0.38;3.01
Price/Earnings;—;37.95;154.50;—;—;—;—;—;—;—;—;6,400.41;25.53
Price/Cash Flow;8.68;33.49;12.19;9.11;3.41;4.06;7.34;6.94;1.90;1.52;8.72;6.38;17.03
Price/Book;1.31;1.08;1.73;1.00;1.58;3.28;2.10;1.26;1.71;—;5.13;2.42;4.19
Price/Forward Earnings;11.98;12.59;15.60;12.15;44.25;-23.92;32.89;8.40;—;—;12.71;28.82;—
PEG Ratio;0.61;0.84;1.25;0.81;—;—;—;—;—;—;—;—;—
Earnings Yield %;-4.82;2.64;0.65;-5.66;-22.07;-67.33;-9.60;-33.96;-7.14;-138.13;-8.11;-56.25;—
Enterprise Value (Bil);0.80;0.89;1.30;1.44;1.50;1.29;1.10;0.98;1.11;0.96;0.68;1.05;—
Enterprise Value/EBIT;—;19.56;43.87;—;—;—;—;—;22.46;—;28.80;8.47;—
Enterprise Value/EBITDA;24.15;7.32;11.91;21.48;12.82;—;9.54;11.15;6.44;78.22;9.02;12.14;—
