Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.43;0.57;0.75;0.68;0.73;0.63;0.76;0.56;0.65;0.51;0.68;0.61;1.50
Price/Earnings;2.55;—;—;—;—;—;687.62;—;—;—;674.76;671.46;24.83
Price/Cash Flow;3.12;3.59;4.39;4.18;4.25;3.72;5.21;4.49;4.43;2.66;3.63;3.99;11.13
Price/Book;0.93;1.39;1.77;1.68;1.48;2.21;3.12;2.37;2.70;1.96;2.53;2.34;1.87
Price/Forward Earnings;5.12;11.59;15.80;20.79;23.58;—;—;—;—;—;—;—;—
PEG Ratio;1.71;0.36;0.49;0.65;—;—;—;—;—;—;—;—;—
Earnings Yield %;39.18;-12.99;-3.57;-5.77;-1.18;-12.57;0.15;-0.97;-2.91;-9.10;-4.37;-5.10;—
Enterprise Value (Bil);10.37;10.45;11.58;9.82;12.28;11.43;12.09;9.91;9.56;7.92;8.39;10.02;—
Enterprise Value/EBIT;14.27;18.85;19.45;14.81;20.99;22.17;17.54;13.55;15.22;31.93;27.82;19.19;—
Enterprise Value/EBITDA;10.08;10.10;10.52;8.56;11.06;10.28;9.53;8.26;8.50;7.03;7.29;8.52;—
