Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.33;4.64;9.05;5.68;4.98;7.11;5.72;3.98;4.26;4.15;5.99;4.71;3.01
Price/Earnings;11.70;16.88;30.95;17.52;16.86;25.25;15.03;15.18;12.31;36.50;14.74;17.84;25.53
Price/Cash Flow;6.25;11.07;21.27;12.22;9.72;15.50;11.93;7.09;8.08;11.05;13.74;10.09;17.03
Price/Book;20.32;23.96;50.12;33.89;35.12;43.12;22.24;20.48;21.25;20.35;26.36;23.31;4.19
Price/Forward Earnings;14.31;8.64;42.37;—;—;—;—;—;—;—;—;—;—
PEG Ratio;0.68;0.58;2.83;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;8.55;5.93;3.23;5.71;5.93;3.96;6.65;6.59;8.12;2.74;6.79;6.12;—
Enterprise Value (Mil);242.73;317.57;730.07;586.99;545.45;717.95;683.36;570.57;589.51;486.24;794.41;583.40;—
Enterprise Value/EBIT;6.02;8.74;17.95;9.53;10.26;16.61;49.48;5.36;8.76;16.48;11.72;32.59;—
Enterprise Value/EBITDA;5.96;8.69;17.90;9.50;10.15;16.21;46.10;5.31;8.63;15.85;11.52;68.52;—
