Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.40;0.51;0.83;0.96;1.14;—;1.78;1.03;1.01;1.04;1.45;1.26;1.50
Price/Earnings;—;—;14.57;35.51;3.31;69.10;9.22;9.33;16.93;—;25.89;23.48;24.83
Price/Cash Flow;2.40;3.33;5.25;6.04;31.35;90.35;35.76;37.26;13.92;7.60;17.64;32.66;11.13
Price/Book;0.47;0.72;1.10;1.20;0.96;0.91;1.19;0.88;0.91;0.93;1.21;0.96;1.87
Price/Forward Earnings;8.33;—;18.52;17.64;16.50;—;—;—;—;—;—;—;—
PEG Ratio;2.78;—;0.03;0.03;—;—;—;—;—;—;—;—;—
Earnings Yield %;-5.27;-8.76;6.86;2.82;30.25;1.45;10.85;10.72;5.91;-11.05;-3.06;4.42;—
Enterprise Value (Bil);1.67;8.31;8.50;8.16;4.11;5.67;7.13;7.03;7.59;7.63;8.88;6.95;—
Enterprise Value/EBIT;2.39;28.78;10.94;12.91;2.16;25.36;7.65;10.81;16.11;—;16.78;14.57;—
Enterprise Value/EBITDA;1.61;13.23;7.33;7.65;1.82;17.14;6.56;7.31;7.72;23.28;10.02;10.91;—
