Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.97;1.24;1.88;1.85;5.16;4.28;5.13;4.04;3.26;1.17;0.94;3.28;1.89
Price/Earnings;19.10;10.48;7.82;10.80;16.50;22.03;—;5.95;—;—;2.92;14.65;18.67
Price/Cash Flow;6.66;1.90;2.63;9.66;—;—;—;49.58;—;8.82;5.03;25.99;10.50
Price/Book;1.16;1.65;2.03;1.64;1.46;1.09;1.07;0.81;0.75;0.43;0.49;0.76;1.64
Price/Forward Earnings;11.43;9.41;12.15;10.94;7.75;11.99;14.01;—;—;—;—;9.31;—
PEG Ratio;2.08;1.71;2.21;1.99;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.24;9.54;12.79;9.26;6.06;4.54;-7.27;16.81;-8.12;-0.30;34.26;2.29;—
Enterprise Value (Bil);1.08;0.89;0.86;0.74;0.83;0.78;0.70;0.61;0.62;0.42;0.49;0.59;—
Enterprise Value/EBIT;19.90;12.55;8.13;9.74;15.63;22.61;—;7.86;509.00;19.55;5.26;88.89;—
Enterprise Value/EBITDA;9.24;7.03;5.67;6.37;13.97;19.95;—;6.84;26.40;7.23;3.93;15.13;—
