Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.42;0.40;0.56;0.95;1.25;1.17;1.08;0.68;0.71;0.93;2.35;0.95;3.07
Price/Earnings;21.67;14.30;21.90;14.82;13.48;9.92;11.58;7.58;9.90;—;12.89;12.24;25.84
Price/Cash Flow;3.39;2.82;4.06;5.95;5.27;4.73;5.41;4.01;3.81;144.24;182.95;14.98;17.36
Price/Book;0.86;0.85;1.25;2.06;2.42;1.96;1.73;1.11;1.11;1.24;1.46;1.31;4.27
Price/Forward Earnings;10.45;7.62;10.71;12.90;9.56;11.19;10.34;10.04;7.97;-49.26;—;10.44;—
PEG Ratio;1.10;0.95;1.34;2.58;1.20;1.40;—;1.25;—;—;—;1.35;—
Earnings Yield %;4.62;6.99;4.57;6.75;7.42;10.08;8.64;13.20;10.10;-20.77;-27.43;4.38;—
Enterprise Value (Bil);3.39;3.73;4.41;6.53;8.14;7.49;7.60;5.55;6.79;7.31;8.11;6.38;—
Enterprise Value/EBIT;11.62;9.89;12.39;9.32;7.71;5.54;6.83;20.09;8.14;—;11.73;10.12;—
Enterprise Value/EBITDA;6.40;5.77;6.79;6.38;5.85;4.32;4.92;7.34;4.97;—;19.35;6.29;—
