Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;8.47;8.07;10.88;9.00;7.35;7.43;8.43;8.39;11.66;16.55;21.27;11.09;3.07
Price/Earnings;22.38;22.93;30.64;31.86;31.47;39.25;66.44;43.33;91.85;50.57;97.73;59.67;25.84
Price/Cash Flow;19.39;19.05;27.54;24.48;24.76;27.82;30.05;33.60;46.86;54.50;65.59;40.58;17.36
Price/Book;4.27;3.63;4.81;4.32;3.99;4.28;5.06;4.92;7.16;8.55;11.36;6.32;4.27
Price/Forward Earnings;18.76;16.95;25.77;25.45;—;—;—;32.47;44.05;61.73;60.61;40.29;—
PEG Ratio;1.76;1.13;1.72;1.70;—;—;—;2.48;—;4.20;3.35;—;—
Earnings Yield %;4.47;4.36;3.26;3.14;3.18;2.55;1.51;2.31;1.09;1.98;1.02;1.81;—
Enterprise Value (Bil);2.39;2.23;3.31;3.42;3.43;4.06;5.07;5.86;8.81;12.42;17.50;7.68;—
Enterprise Value/EBIT;14.44;13.93;20.96;22.36;22.39;28.52;43.94;43.80;65.81;39.26;80.33;47.07;—
Enterprise Value/EBITDA;13.63;12.93;19.33;19.37;17.81;21.59;28.61;29.03;41.35;31.04;57.96;34.25;—
