Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;7.20;5.19;6.25;3.27;2.50;9.51;7.49;3.28;2.80;2.01;4.87;4.76;3.01
Price/Earnings;24.00;18.06;24.30;14.29;—;—;—;9.22;16.41;—;16.49;15.94;25.53
Price/Cash Flow;14.16;8.19;8.43;4.96;3.41;14.61;12.20;4.68;3.93;3.41;7.90;7.35;17.03
Price/Book;4.99;4.31;5.47;2.94;1.79;4.53;4.65;2.54;1.94;0.97;2.29;2.80;4.19
Price/Forward Earnings;21.69;17.57;15.70;20.16;-238.10;138.89;52.91;14.25;14.12;416.67;17.24;78.74;—
PEG Ratio;2.50;0.73;0.63;0.81;—;—;—;1.50;1.46;—;3.45;—;—
Earnings Yield %;4.17;5.54;4.11;7.00;-1.17;-2.97;-0.13;10.85;6.09;-5.34;-1.07;2.52;—
Enterprise Value (Bil);12.89;17.14;25.24;19.95;15.66;26.12;26.48;21.05;18.26;11.57;19.38;20.44;—
Enterprise Value/EBIT;14.91;13.23;16.39;10.76;84.12;—;97.74;13.43;14.12;—;299.70;234.89;—
Enterprise Value/EBITDA;10.74;8.61;10.39;6.45;8.37;21.79;14.25;13.43;14.12;6.89;10.10;15.10;—
