Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.24;2.96;6.62;5.55;2.80;2.75;3.30;2.91;3.98;4.50;4.20;3.54;3.01
Price/Earnings;49.83;348.75;575.71;163.80;93.28;—;—;94.60;—;—;222.86;230.83;25.53
Price/Cash Flow;16.06;15.95;58.53;36.88;23.77;29.50;22.80;18.95;36.11;24.53;20.48;27.03;17.03
Price/Book;3.37;3.58;9.55;9.83;5.06;3.50;5.45;4.62;4.27;4.66;4.64;4.61;4.19
Price/Forward Earnings;22.42;34.25;60.61;43.48;25.51;26.11;30.86;22.73;26.39;31.65;37.74;30.36;—
PEG Ratio;0.82;1.37;2.42;1.74;—;—;2.06;1.51;1.76;2.04;6.61;—;—
Earnings Yield %;2.01;0.07;0.17;0.61;1.07;-1.84;-2.49;1.06;-0.57;-0.15;0.45;-0.77;—
Enterprise Value (Bil);0.30;0.43;1.33;1.63;1.20;1.76;2.42;2.67;4.28;4.94;4.84;3.24;—
Enterprise Value/EBIT;24.60;138.48;211.35;106.05;38.75;—;—;270.21;—;288.72;142.81;78.31;—
Enterprise Value/EBITDA;16.28;27.49;65.44;48.87;22.41;49.75;41.75;31.71;58.34;37.89;32.65;43.86;—
