Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.71;0.72;1.12;1.03;0.92;0.73;0.65;1.05;1.12;1.74;2.04;1.10;3.07
Price/Earnings;10.75;14.68;69.17;26.74;21.45;25.83;24.40;27.13;23.15;26.81;27.78;26.32;25.84
Price/Cash Flow;6.64;7.26;11.25;21.62;36.35;12.75;17.69;12.53;13.28;11.86;13.06;14.61;17.36
Price/Book;1.95;1.80;2.87;4.10;2.82;2.59;2.38;3.63;3.54;5.21;5.56;3.55;4.27
Price/Forward Earnings;11.74;9.59;14.73;17.70;15.38;13.72;13.87;18.05;20.08;20.83;24.94;18.17;—
PEG Ratio;0.84;0.64;0.98;1.18;1.03;0.91;0.93;1.20;1.34;1.39;1.66;1.21;—
Earnings Yield %;9.31;6.81;1.45;3.74;4.66;3.87;4.10;3.69;4.32;3.73;3.60;3.89;—
Enterprise Value (Bil);0.67;0.75;1.14;0.96;1.19;1.25;1.38;2.24;3.68;4.91;5.84;2.82;—
Enterprise Value/EBIT;7.13;9.85;29.27;12.17;13.32;15.32;15.00;18.32;24.29;23.32;24.97;20.38;—
Enterprise Value/EBITDA;5.81;7.17;15.95;8.82;10.38;10.54;10.27;13.24;18.06;18.53;20.25;14.93;—
