Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.69;1.01;1.32;1.22;1.86;1.78;1.31;1.35;1.98;1.20;1.30;1.40;3.07
Price/Earnings;21.71;13.55;31.14;20.27;19.76;17.66;44.87;16.41;35.82;21.46;22.18;25.11;25.84
Price/Cash Flow;2.60;3.44;5.60;5.75;7.33;7.06;6.10;5.55;15.94;5.93;5.77;7.15;17.36
Price/Book;0.72;0.62;0.95;0.88;1.29;1.09;0.79;0.85;1.34;0.90;0.95;0.91;4.27
Price/Forward Earnings;7.49;8.80;12.03;17.09;14.43;18.98;12.80;21.98;—;—;13.26;17.69;—
PEG Ratio;0.68;0.88;1.20;1.71;1.44;1.90;1.28;2.20;—;—;—;1.74;—
Earnings Yield %;4.61;7.38;3.21;4.93;5.06;5.66;2.23;6.10;2.79;4.66;4.51;4.60;—
Enterprise Value (Mil);330.91;320.59;534.27;500.62;760.68;525.57;342.63;376.62;877.19;505.57;641.55;477.87;—
Enterprise Value/EBIT;7.67;6.66;17.42;17.39;10.53;10.02;10.75;5.32;16.83;7.91;10.06;8.99;—
Enterprise Value/EBITDA;2.55;2.53;5.16;4.60;4.92;3.88;2.89;2.43;6.45;7.91;4.09;3.57;—
