Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.89;1.10;1.37;1.06;0.23;0.31;0.56;0.41;0.30;0.28;0.49;0.39;3.01
Price/Earnings;8.76;14.17;32.82;13.21;—;—;—;—;—;—;—;97.87;25.53
Price/Cash Flow;9.15;8.40;13.59;11.35;3.19;—;—;6.75;5.91;—;14.45;28.72;17.03
Price/Book;2.40;2.26;2.49;1.66;0.42;0.46;0.57;0.45;0.44;0.56;1.53;0.52;4.19
Price/Forward Earnings;7.77;9.70;15.85;12.77;28.99;-6.48;—;—;-2.76;-1.54;—;—;—
PEG Ratio;0.60;0.97;1.58;0.36;—;—;—;—;—;—;—;—;—
Earnings Yield %;11.42;7.06;3.05;7.57;-15.98;-50.83;-34.70;-59.24;-69.05;-109.44;-52.76;-85.06;—
Enterprise Value (Bil);0.60;0.78;1.26;0.99;0.63;0.82;0.78;0.73;0.75;0.83;0.97;0.80;—
Enterprise Value/EBIT;4.83;8.14;24.05;8.34;—;—;—;—;—;—;-23.75;6.95;—
Enterprise Value/EBITDA;4.20;6.69;16.08;6.46;102.32;—;23.08;28.61;12.28;24.00;16.21;34.01;—
