Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.72;2.03;2.09;1.77;1.74;2.76;4.95;2.58;2.21;4.85;5.75;3.44;3.07
Price/Earnings;11.25;17.90;18.37;12.74;45.54;16.37;45.68;24.31;13.55;41.09;50.94;38.04;25.84
Price/Cash Flow;13.92;11.42;10.95;8.80;15.23;19.60;40.71;14.08;15.11;18.82;23.09;20.31;17.36
Price/Book;2.88;3.01;3.46;3.22;2.00;2.94;3.63;2.31;2.02;3.82;3.47;2.84;4.27
Price/Forward Earnings;10.89;11.57;13.25;13.12;14.16;21.37;24.81;12.53;14.84;35.97;52.91;22.86;—
PEG Ratio;1.36;0.58;1.66;1.64;1.81;1.15;2.00;1.35;1.97;2.97;3.65;2.02;—
Earnings Yield %;8.89;5.59;5.44;7.85;2.20;6.11;2.19;4.11;7.38;2.43;1.96;4.47;—
Enterprise Value (Bil);4.98;5.74;5.75;5.09;9.89;12.90;14.88;9.20;9.37;18.60;21.38;12.59;—
Enterprise Value/EBIT;8.82;14.10;15.07;9.78;36.56;17.42;30.22;10.65;14.16;38.78;44.41;21.95;—
Enterprise Value/EBITDA;7.54;11.34;11.84;8.12;19.94;13.21;21.68;8.62;10.79;26.32;29.61;15.79;—
