Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.68;0.42;0.63;1.04;0.60;0.66;0.43;0.28;0.37;0.51;0.56;0.46;3.07
Price/Earnings;16.51;24.88;27.24;24.74;13.04;21.41;15.62;10.30;15.70;20.04;20.95;17.05;25.84
Price/Cash Flow;40.28;—;12.92;109.10;—;19.29;—;—;5.38;20.01;29.43;15.24;17.36
Price/Book;2.13;1.22;1.94;3.25;1.83;1.87;1.28;0.86;1.25;1.46;1.68;1.38;4.27
Price/Forward Earnings;11.04;11.66;16.56;18.80;10.36;18.83;12.45;—;—;—;7.01;12.83;—
PEG Ratio;0.71;0.97;1.38;1.04;0.69;1.45;0.96;—;—;—;0.70;0.90;—
Earnings Yield %;6.06;4.02;3.67;4.04;7.67;4.67;6.40;9.71;6.37;4.99;4.77;6.14;—
Enterprise Value (Bil);0.58;0.38;0.67;1.54;1.15;1.30;1.07;0.74;1.01;1.32;1.70;1.14;—
Enterprise Value/EBIT;9.65;13.44;17.87;15.41;8.44;12.98;10.52;7.22;9.92;16.08;18.41;11.92;—
Enterprise Value/EBITDA;8.81;10.49;14.97;14.43;7.92;11.35;9.10;6.24;7.96;11.87;14.03;9.86;—
