Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.13;1.31;2.09;1.38;1.18;1.38;1.35;1.07;2.49;2.92;3.26;1.74;3.07
Price/Earnings;12.47;24.06;18.23;14.41;119.80;—;—;—;51.04;376.83;47.82;198.57;25.84
Price/Cash Flow;9.22;11.98;12.77;28.44;8.61;14.11;27.49;13.08;26.67;47.82;43.09;22.40;17.36
Price/Book;1.69;1.85;2.36;1.95;2.12;3.01;2.94;2.39;4.43;3.68;3.87;3.11;4.27
Price/Forward Earnings;10.56;9.57;15.53;12.90;18.80;23.15;23.42;18.25;34.72;43.10;26.11;25.76;—
PEG Ratio;0.74;1.21;1.23;1.67;5.87;38.62;1.26;1.24;1.89;0.81;0.43;4.10;—
Earnings Yield %;8.02;4.16;5.49;6.94;0.83;-7.55;-4.35;-3.53;1.96;0.27;2.09;-1.66;—
Enterprise Value (Bil);2.03;2.36;3.06;2.11;1.83;1.93;1.91;1.60;1.64;1.45;1.67;1.71;—
Enterprise Value/EBIT;9.81;16.39;16.32;10.79;45.71;—;—;—;23.47;66.48;41.39;18.62;—
Enterprise Value/EBITDA;7.77;11.86;12.59;8.32;19.87;—;—;47.55;20.93;47.70;26.88;13.43;—
