Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.65;5.69;4.99;6.58;6.10;7.33;7.38;5.40;6.75;5.84;6.74;6.68;3.07
Price/Earnings;124.32;101.51;116.80;—;61.50;13.08;111.14;82.14;—;35.46;38.57;80.60;25.84
Price/Cash Flow;15.64;13.24;11.79;22.35;19.56;19.93;18.86;13.17;16.92;14.32;15.93;16.92;17.36
Price/Book;2.12;2.19;2.06;2.33;2.33;2.31;2.19;1.68;1.81;1.40;1.52;1.94;4.27
Price/Forward Earnings;50.76;39.68;40.49;—;—;—;—;—;—;—;—;—;—
PEG Ratio;50.65;39.68;40.56;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;0.80;0.96;0.86;-0.11;1.63;7.65;0.90;1.22;0.00;2.82;-1.03;2.11;—
Enterprise Value (Bil);3.05;2.97;2.77;3.03;3.19;3.55;3.61;3.07;3.64;2.91;2.95;3.38;—
Enterprise Value/EBIT;32.90;36.28;33.57;51.67;35.75;15.33;51.51;42.17;67.31;32.41;163.45;49.60;—
Enterprise Value/EBITDA;15.63;15.98;14.94;19.87;16.44;10.36;20.09;16.02;19.19;13.31;21.36;16.42;—
