Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.27;0.11;0.27;0.33;0.65;0.78;0.66;0.45;0.34;0.58;0.65;0.57;3.07
Price/Earnings;—;—;—;3.72;4.83;19.80;22.81;33.21;10.22;17.26;18.45;24.15;25.84
Price/Cash Flow;—;—;7.89;11.88;21.26;11.03;11.66;4.25;3.03;6.28;5.78;8.10;17.36
Price/Book;2.07;0.86;1.89;1.40;1.78;2.10;2.04;1.42;1.11;2.19;2.28;1.85;4.27
Price/Forward Earnings;—;—;—;—;—;—;15.02;9.12;6.45;15.80;17.45;12.66;—
PEG Ratio;—;—;—;—;—;—;—;0.31;0.19;1.15;1.13;—;—
Earnings Yield %;-44.44;-33.80;-1.31;26.87;20.71;5.05;4.38;3.01;9.79;5.79;5.42;6.77;—
Enterprise Value (Mil);12.22;5.49;12.60;15.45;35.25;85.56;86.99;49.61;102.53;206.49;216.76;110.28;—
Enterprise Value/EBIT;—;—;969.05;20.22;14.12;21.05;13.84;5.65;11.38;16.06;15.49;13.63;—
Enterprise Value/EBITDA;—;—;94.01;17.56;13.82;16.12;10.82;4.50;7.91;10.40;10.10;10.13;—
