Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;9.78;10.18;7.87;9.20;7.12;5.28;6.28;7.10;8.79;6.85;10.51;7.19;3.01
Price/Earnings;27.26;24.68;18.72;21.69;76.48;—;22.29;77.58;19.68;51.38;122.56;62.41;25.53
Price/Cash Flow;21.33;18.69;14.24;16.97;14.32;10.25;14.32;15.58;19.86;20.84;22.99;16.08;17.03
Price/Book;1.91;1.94;1.56;1.88;1.75;1.51;2.21;2.63;2.94;2.38;2.67;2.35;4.19
Price/Forward Earnings;22.22;22.12;16.67;19.92;19.49;26.04;36.63;42.37;107.53;81.97;53.19;295.80;—
PEG Ratio;3.98;1.83;1.34;3.69;—;—;1.79;8.12;52.80;—;2.11;—;—
Earnings Yield %;3.67;4.05;5.34;4.61;1.31;-0.24;4.49;1.29;5.08;1.95;-0.72;2.67;—
Enterprise Value (Bil);24.79;28.91;25.11;29.37;28.82;24.70;19.57;20.06;24.05;22.63;23.99;22.06;—
Enterprise Value/EBIT;25.70;24.63;19.69;22.16;39.47;48.14;22.55;43.87;22.54;38.96;135.67;40.11;—
Enterprise Value/EBITDA;18.89;18.87;14.80;16.55;23.70;22.87;13.85;19.80;14.43;17.24;28.49;17.97;—
