Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;11.10;13.12;22.45;20.37;30.96;24.79;22.56;13.64;14.33;11.55;10.12;18.83;3.07
Price/Earnings;32.97;—;111.91;161.24;8.95;64.72;195.61;18.59;3.52;4,972.50;55.30;554.43;25.84
Price/Cash Flow;—;2,557.47;99.25;51.29;59.58;40.96;34.90;16.71;207.16;35.47;43.55;46.26;17.36
Price/Book;98.11;16.66;24.02;23.47;7.40;6.28;7.18;4.03;2.06;2.29;2.88;4.84;4.27
Price/Forward Earnings;-149.25;62.50;43.10;28.82;46.08;21.14;38.02;25.84;26.74;16.23;21.10;31.73;—
PEG Ratio;—;1.87;1.44;0.96;—;0.78;1.52;1.29;1.34;1.08;1.41;1.48;—
Earnings Yield %;3.03;-0.63;0.89;0.62;11.17;1.55;0.51;5.38;28.42;0.02;1.81;8.12;—
Enterprise Value (Bil);0.29;0.46;1.09;1.05;2.18;2.24;2.93;2.52;1.25;1.26;2.17;2.32;—
Enterprise Value/EBIT;—;514.30;79.48;61.21;79.81;61.18;48.76;8.70;1.57;162.45;43.15;257.08;—
Enterprise Value/EBITDA;—;126.44;66.14;53.00;72.87;49.11;41.30;8.24;1.52;28.11;25.55;55.54;—
