Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.48;0.75;0.97;1.05;1.14;1.44;1.87;1.11;1.67;2.13;2.02;1.68;3.07
Price/Earnings;—;—;55.54;11.56;24.40;22.75;26.15;14.77;18.60;19.21;20.28;20.79;25.84
Price/Cash Flow;11.26;20.69;14.75;14.79;13.61;15.93;19.82;9.68;14.29;18.52;15.98;15.38;17.36
Price/Book;2.45;10.89;16.79;7.58;—;—;—;238.71;—;41.59;83.32;135.54;4.27
Price/Forward Earnings;34.36;28.01;20.08;19.57;19.19;16.92;19.57;10.44;18.59;17.27;17.21;17.10;—
PEG Ratio;2.75;2.24;1.60;1.11;1.17;1.14;1.40;0.71;2.20;1.45;1.98;1.42;—
Earnings Yield %;-28.44;-1.32;1.80;8.65;4.10;4.40;3.82;6.77;5.38;5.21;4.93;4.93;—
Enterprise Value (Bil);6.17;8.09;10.10;11.08;11.24;12.15;15.69;11.00;15.73;15.79;17.21;14.39;—
Enterprise Value/EBIT;—;27.34;18.53;15.43;12.02;11.50;13.31;10.19;12.67;12.91;12.08;12.49;—
Enterprise Value/EBITDA;—;15.87;18.53;15.43;12.02;11.50;13.31;10.19;12.67;12.91;12.08;12.26;—
