Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.95;1.92;2.15;2.06;2.12;3.31;3.52;2.94;4.91;3.59;3.25;3.45;3.01
Price/Earnings;19.87;22.54;24.83;12.90;22.13;20.81;23.64;24.39;51.49;46.55;29.60;35.38;25.53
Price/Cash Flow;8.37;6.74;9.09;10.55;6.58;11.36;10.54;13.27;17.74;18.19;14.14;13.51;17.03
Price/Book;1.69;1.81;1.88;1.83;1.63;2.78;2.89;3.33;2.26;2.17;1.94;2.34;4.19
Price/Forward Earnings;22.52;12.95;14.49;14.73;—;—;—;—;30.67;29.07;31.45;—;—
PEG Ratio;—;—;1.03;1.05;—;—;—;—;—;0.61;—;—;—
Earnings Yield %;5.03;4.44;4.03;7.75;4.52;4.81;4.23;4.10;1.94;2.15;3.38;3.55;—
Enterprise Value (Bil);0.75;0.85;0.94;1.04;1.00;1.57;1.75;2.07;2.17;3.47;3.38;2.16;—
Enterprise Value/EBIT;24.32;14.65;15.71;11.23;14.75;13.85;15.13;23.85;29.16;33.34;27.48;23.93;—
Enterprise Value/EBITDA;12.22;9.18;9.80;7.92;9.15;9.89;10.59;14.58;15.95;17.89;15.65;13.80;—
