Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.56;4.79;7.55;4.87;5.62;8.20;5.45;2.51;2.77;2.45;3.60;4.27;3.01
Price/Earnings;19.80;99.62;45.56;—;23.75;—;233.58;17.10;35.04;110.57;141.01;55.45;25.53
Price/Cash Flow;7.48;7.33;11.87;9.05;13.72;20.43;15.97;7.20;7.98;7.90;17.78;11.81;17.03
Price/Book;2.10;2.31;3.46;3.10;2.09;2.93;2.78;1.87;2.11;1.61;2.22;2.27;4.19
Price/Forward Earnings;18.38;19.84;33.67;36.63;-1,000.00;166.67;50.00;14.22;16.37;21.88;13.74;52.31;—
PEG Ratio;0.48;1.19;0.67;0.73;—;—;—;0.35;1.14;0.90;0.46;—;—
Earnings Yield %;5.05;1.00;2.19;-1.30;4.21;-4.03;0.43;5.85;2.85;0.90;-1.99;1.68;—
Enterprise Value (Bil);12.84;16.64;28.36;24.29;20.82;31.15;30.15;23.10;27.08;20.84;46.01;26.90;—
Enterprise Value/EBIT;12.43;35.77;25.99;—;14.68;—;93.93;22.24;23.53;54.41;87.49;-9.04;—
Enterprise Value/EBITDA;7.87;13.05;13.85;32.17;7.62;—;17.62;9.11;9.58;10.09;40.93;16.62;—
