Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;0.16;0.74;1.60;0.78;0.55;0.82;1.17;0.94;3.07
Price/Earnings;—;—;—;—;12.93;26.94;34.29;4.86;7.51;—;27.77;82.43;25.84
Price/Cash Flow;—;—;—;—;2.61;6.43;15.65;4.45;6.05;4.77;7.41;7.60;17.36
Price/Book;—;—;—;—;11.29;10.70;11.45;4.23;3.54;5.59;6.92;11.25;4.27
Price/Forward Earnings;—;—;—;—;5.93;16.98;10.25;4.96;5.48;9.87;11.14;10.05;—
PEG Ratio;—;—;—;—;—;0.53;—;—;—;—;—;—;—
Earnings Yield %;—;—;—;—;7.73;3.71;2.92;20.59;13.32;-2.82;3.60;6.37;—
Enterprise Value (Bil);—;—;—;—;4.72;6.80;11.83;7.54;6.75;7.51;9.11;8.45;—
Enterprise Value/EBIT;—;—;—;—;41.38;19.39;19.95;5.24;9.44;—;22.33;63.00;—
Enterprise Value/EBITDA;—;—;—;—;12.19;10.82;13.61;4.38;6.63;32.22;12.45;13.10;—
