Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.34;1.86;2.56;3.17;2.47;2.84;3.06;2.73;2.95;4.36;14.30;3.47;3.07
Price/Earnings;—;—;41.37;36.37;19.79;21.58;23.32;19.27;17.19;—;23.38;20.11;25.84
Price/Cash Flow;9.01;10.37;21.96;13.97;10.98;11.61;11.42;11.24;13.69;328.24;374.40;28.66;17.36
Price/Book;1.11;2.35;2.82;4.54;7.02;9.08;10.06;9.58;15.27;13.70;40.42;10.84;4.27
Price/Forward Earnings;42.37;26.95;18.59;19.53;15.46;17.61;—;—;—;—;—;19.88;—
PEG Ratio;2.83;1.80;1.24;1.30;—;—;—;—;—;—;—;—;—
Earnings Yield %;-2.40;-1.46;2.42;2.75;5.05;4.63;4.29;5.19;5.82;-7.81;-11.24;2.61;—
Enterprise Value (Bil);2.23;3.01;3.21;3.90;4.05;4.66;5.04;5.03;7.34;6.37;7.02;5.54;—
Enterprise Value/EBIT;49.03;100.57;61.53;26.94;21.13;22.40;22.85;24.15;19.07;—;18.42;22.15;—
Enterprise Value/EBITDA;13.63;18.73;18.00;15.19;13.28;14.62;15.16;15.43;12.73;183.08;198.14;23.74;—
