Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.46;0.34;0.07;0.06;0.09;0.61;0.83;0.34;0.36;0.28;0.27;0.48;1.50
Price/Earnings;10.38;6.84;1.45;1.80;2.62;20.02;25.50;9.69;12.83;44.23;43.24;49.16;24.83
Price/Cash Flow;3.80;2.71;—;—;—;—;—;—;—;—;—;7.81;11.13
Price/Book;0.61;0.57;0.68;0.65;1.10;1.52;2.25;1.14;1.06;0.93;0.91;1.42;1.87
Price/Forward Earnings;—;8.33;10.41;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;0.21;0.26;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;9.63;14.62;69.09;55.56;38.12;5.00;3.92;10.32;7.79;2.26;2.31;6.69;—
Enterprise Value (Mil);-0.99;-1.52;30.52;52.83;92.80;126.29;197.52;187.74;267.72;282.70;281.15;196.19;—
Enterprise Value/EBIT;—;—;5.85;10.93;16.33;15.74;16.91;11.25;17.16;22.81;22.68;15.53;—
Enterprise Value/EBITDA;—;—;5.51;10.13;15.23;15.03;16.32;10.73;15.18;16.58;16.49;13.99;—
