Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.51;0.48;0.76;1.10;1.80;3.88;2.84;1.94;3.09;3.19;5.17;3.04;3.07
Price/Earnings;10.22;8.16;8.34;9.16;—;—;—;—;—;—;—;21.93;25.84
Price/Cash Flow;3.63;3.20;5.81;4.73;5.69;17.24;16.07;8.78;8.91;14.17;18.23;13.38;17.36
Price/Book;1.02;0.85;1.14;0.87;0.65;0.99;1.14;1.22;2.29;2.74;4.84;1.85;4.27
Price/Forward Earnings;7.99;8.42;13.46;48.08;-12.45;-18.45;-14.12;-76.34;120.48;-22.94;30.49;108.66;—
PEG Ratio;1.30;0.47;32.82;7.41;—;—;—;—;—;—;—;—;—
Earnings Yield %;9.79;11.23;11.99;10.92;-8.56;-16.87;-42.89;-23.73;-1.03;-20.02;-1.51;-19.12;—
Enterprise Value (Bil);24.07;25.56;32.89;22.98;17.41;23.53;19.27;15.49;25.93;23.87;34.35;22.00;—
Enterprise Value/EBIT;7.07;6.15;5.92;8.02;—;—;—;—;35.51;—;65.30;-3.18;—
Enterprise Value/EBITDA;4.17;3.60;3.94;3.82;7.30;—;—;267.14;9.26;—;14.11;23.73;—
