Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.35;2.64;3.25;2.32;2.18;1.41;1.30;1.13;0.74;0.69;1.17;1.11;3.01
Price/Earnings;21.25;26.19;18.31;20.84;15.43;11.04;10.56;6.38;4.90;13.97;12.27;9.23;25.53
Price/Cash Flow;9.63;6.28;18.28;16.35;13.18;7.71;10.14;5.65;4.24;2.68;4.92;6.40;17.03
Price/Book;—;—;—;—;—;32.62;60.76;11.73;3.49;1.98;4.18;27.81;4.19
Price/Forward Earnings;16.10;16.72;17.48;14.93;13.83;8.61;7.96;6.34;4.63;4.42;9.35;6.86;—
PEG Ratio;2.34;0.85;0.85;0.95;1.52;1.57;0.96;0.82;2.45;—;—;1.29;—
Earnings Yield %;4.70;3.82;5.46;4.80;6.48;9.06;9.47;15.67;20.41;7.16;8.15;12.70;—
Enterprise Value (Bil);4.83;5.14;6.58;7.09;7.83;5.90;5.92;5.65;4.77;3.52;4.85;5.35;—
Enterprise Value/EBIT;16.18;14.69;11.63;15.41;11.20;9.07;8.39;7.07;6.64;8.32;8.78;8.13;—
Enterprise Value/EBITDA;12.07;6.50;6.18;6.11;5.30;3.76;3.47;3.03;2.66;2.46;3.22;3.26;—
