Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.75;1.66;1.89;1.87;2.01;2.00;1.93;1.39;1.55;1.63;1.81;1.76;3.01
Price/Earnings;19.40;19.92;19.63;18.49;37.95;20.89;25.10;7.94;21.25;14.95;16.61;18.45;25.53
Price/Cash Flow;21.02;9.35;16.51;13.30;11.31;12.01;12.67;8.60;10.36;8.24;9.26;10.85;17.03
Price/Book;1.65;1.82;2.11;1.99;2.04;2.08;2.01;1.32;1.47;1.52;1.73;1.74;4.19
Price/Forward Earnings;14.08;14.79;17.45;18.02;21.60;18.32;16.21;11.78;12.74;13.64;15.17;14.58;—
PEG Ratio;1.88;1.90;2.20;4.16;1.32;2.43;5.31;4.02;8.78;14.68;16.32;8.16;—
Earnings Yield %;5.16;5.02;5.10;5.41;2.63;4.79;3.98;12.60;4.71;6.69;6.02;6.14;—
Enterprise Value (Bil);10.44;11.22;12.98;12.61;20.49;20.14;19.19;16.74;17.70;17.79;18.59;18.72;—
Enterprise Value/EBIT;13.47;13.56;13.88;13.81;27.90;17.20;19.10;16.40;18.75;13.28;13.78;17.35;—
Enterprise Value/EBITDA;10.26;10.59;11.01;10.85;18.75;12.63;13.50;11.56;12.75;9.92;10.32;12.35;—
