Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;11.24;18.43;24.68;41.45;35.70;—;3.07
Price/Earnings;—;—;—;—;—;—;—;—;—;—;—;—;25.84
Price/Cash Flow;—;—;—;—;—;—;—;1,285.43;322.53;270.01;221.97;—;17.36
Price/Book;—;—;—;—;—;—;16.68;28.82;35.10;48.36;55.94;—;4.27
Price/Forward Earnings;—;—;—;—;—;—;-32.57;-192.31;-833.33;5,000.00;—;4,500.00;—
PEG Ratio;—;—;—;—;—;—;—;—;—;254.26;—;—;—
Earnings Yield %;—;—;—;—;—;—;-4.16;-1.79;-1.43;-0.76;-0.98;-1.84;—
Enterprise Value (Bil);—;—;—;—;—;—;2.39;6.77;13.70;32.35;37.45;14.12;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;-58.29;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;—;-61.93;—;—
