Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.59;7.27;7.84;7.34;6.41;8.37;8.51;5.89;8.33;13.36;4.93;9.68;3.07
Price/Earnings;8.93;7.92;8.54;8.13;8.64;12.59;12.48;7.05;10.78;23.14;5.81;15.80;25.84
Price/Cash Flow;—;—;—;—;6.59;17.93;—;5.42;—;—;25.22;—;17.36
Price/Book;1.02;1.09;1.21;0.93;0.85;0.99;0.95;0.91;1.09;1.03;1.15;1.02;4.27
Price/Forward Earnings;9.97;8.33;9.11;9.05;9.04;9.78;10.31;9.14;10.03;10.11;11.66;9.99;—
PEG Ratio;1.25;1.04;1.14;1.13;3.01;3.26;—;—;—;—;—;2.14;—
Earnings Yield %;11.20;12.63;11.71;12.30;11.58;7.94;8.02;14.18;9.28;4.32;17.21;9.08;—
Enterprise Value (Bil);4.87;6.46;7.40;8.58;8.13;8.90;11.34;11.18;14.76;14.80;16.85;12.70;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;10.89;12.42;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;—;10.89;12.41;—
