Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;0.48;0.64;0.27;0.26;0.61;0.46;0.28;0.30;0.20;0.32;0.37;3.01
Price/Earnings;—;22.77;27.57;11.48;15.54;—;—;15.29;23.93;—;77.75;38.04;25.53
Price/Cash Flow;—;11.22;7.95;114.75;2.98;4.57;—;—;4.34;1.91;3.11;9.05;17.03
Price/Book;—;2.38;2.50;1.09;0.96;2.39;1.99;1.35;1.65;1.57;2.25;1.83;4.19
Price/Forward Earnings;—;12.21;13.64;8.89;71.43;-135.14;46.95;13.00;17.48;—;—;61.52;—
PEG Ratio;—;—;—;0.42;—;—;—;—;—;—;—;—;—
Earnings Yield %;—;4.39;3.63;8.71;6.43;-23.49;-1.65;6.54;4.18;-58.22;-40.30;-13.42;—
Enterprise Value (Bil);—;4.04;4.30;2.93;2.30;2.59;2.36;2.09;2.27;1.46;1.59;2.17;—
Enterprise Value/EBIT;—;13.73;17.21;10.63;10.73;—;63.82;20.92;15.98;—;16.69;18.03;—
Enterprise Value/EBITDA;—;11.15;13.30;8.04;7.79;—;22.49;12.45;10.91;—;10.21;30.08;—
