Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;9.88;5.78;15.22;11.75;31.02;30.49;—;3.01
Price/Earnings;—;—;—;—;—;—;—;—;—;—;—;—;25.53
Price/Cash Flow;—;—;—;—;—;143,432.18;—;513.38;—;1,609.43;2,801.18;—;17.03
Price/Book;—;—;—;—;—;9.52;6.25;20.58;3.18;9.64;6.64;—;4.19
Price/Forward Earnings;—;—;—;—;—;-285.71;—;555.56;357.14;3,333.33;—;1,232.33;—
PEG Ratio;—;—;—;—;—;—;—;69.77;3.41;34.31;—;—;—
Earnings Yield %;—;—;—;—;—;-1.52;-2.50;-1.11;-2.22;-0.84;-0.99;-1.43;—
Enterprise Value (Bil);—;—;—;—;—;2.26;1.91;8.62;12.35;52.89;63.86;15.92;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;-85.16;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;—;-111.99;—;—
