Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;38.65;12.46;5.43;2.67;3.37;3.85;3.84;5.46;4.81;3.65;3.07
Price/Earnings;—;—;—;92.88;—;—;—;—;—;—;—;—;25.84
Price/Cash Flow;—;—;—;—;115.49;—;—;149.36;57.06;80.36;33.01;100.46;17.36
Price/Book;—;—;24.32;3.73;3.02;2.42;3.46;4.97;5.08;8.20;6.78;4.49;4.27
Price/Forward Earnings;—;—;-38.61;-17.86;-14.22;-26.46;-1,428.57;90.09;121.95;76.92;48.54;344.43;—
PEG Ratio;—;—;—;—;—;—;—;6.00;3.93;1.74;—;—;—
Earnings Yield %;—;—;-2.49;1.08;-16.10;-29.08;-11.55;-9.38;-7.62;-4.25;-4.13;-11.78;—
Enterprise Value (Bil);—;—;5.70;4.43;2.88;1.84;2.51;3.10;3.67;5.52;5.00;3.15;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;-12.55;-13.83;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;—;-20.45;-17.83;—
