Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;6.18;3.77;6.29;8.32;14.29;13.07;16.80;21.71;9.58;18.42;17.08;16.91;3.07
Price/Earnings;—;39.53;191.00;152.24;30.40;116.16;91.87;78.70;35.61;71.25;64.17;85.02;25.84
Price/Cash Flow;—;24.01;52.09;58.15;64.13;55.01;56.21;68.03;27.69;51.88;52.73;55.43;17.36
Price/Book;6.46;3.84;7.06;8.91;11.57;12.30;13.72;18.47;7.76;12.40;10.81;13.81;4.27
Price/Forward Earnings;125.00;23.26;128.21;175.44;151.52;54.64;—;—;—;—;55.87;—;—
PEG Ratio;—;0.58;1.24;1.70;—;—;—;—;—;—;—;—;—
Earnings Yield %;-0.92;2.53;0.52;0.66;3.29;0.86;1.09;1.27;2.81;1.40;1.56;1.45;—
Enterprise Value (Bil);0.65;0.44;0.99;1.47;3.66;4.67;8.04;14.24;7.25;14.13;13.79;10.35;—
Enterprise Value/EBIT;—;28.45;138.95;134.53;67.86;64.00;67.44;75.16;29.16;63.16;60.08;63.00;—
Enterprise Value/EBITDA;—;23.37;101.91;110.43;64.36;59.99;62.92;70.67;27.31;57.38;54.37;59.50;—
