Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;8.37;7.37;7.80;4.21;3.03;5.12;1.86;0.78;0.40;0.88;1.96;1.78;3.07
Price/Earnings;—;785.38;98.03;23.55;—;—;—;9.97;—;—;11.47;44.01;25.84
Price/Cash Flow;18.49;15.57;19.81;9.74;5.03;15.81;5.35;2.38;1.57;5.24;15.52;6.15;17.36
Price/Book;4.30;4.33;5.76;2.84;1.35;1.56;0.76;0.41;0.29;0.99;2.45;0.95;4.27
Price/Forward Earnings;44.64;62.50;44.84;40.00;-55.87;204.08;—;8.06;33.22;8.25;12.03;31.80;—
PEG Ratio;3.23;1.45;0.35;0.65;—;2.56;—;0.35;—;—;—;—;—
Earnings Yield %;-3.00;0.13;1.02;4.25;-2.72;-11.70;-1.17;10.03;-140.62;-150.60;-21.53;-59.48;—
Enterprise Value (Bil);11.72;13.09;16.84;12.01;7.75;12.32;8.21;6.55;4.38;4.77;7.21;7.18;—
Enterprise Value/EBIT;—;67.52;41.17;15.90;160.38;—;56.78;48.31;—;—;48.33;27.72;—
Enterprise Value/EBITDA;18.95;19.40;18.11;9.15;6.72;—;10.02;8.10;—;—;8.36;16.82;—
