Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.32;1.30;1.59;1.85;1.88;2.07;2.29;2.09;2.69;3.42;2.85;2.35;3.01
Price/Earnings;17.60;16.34;19.07;22.23;21.96;24.12;25.64;19.58;25.76;144.48;49.71;50.01;25.53
Price/Cash Flow;16.73;11.53;16.07;15.01;19.11;16.37;18.33;15.89;20.90;17.07;10.67;19.56;17.03
Price/Book;7.51;7.09;8.30;8.98;9.10;9.76;10.73;9.67;12.75;14.50;11.91;10.73;4.19
Price/Forward Earnings;15.06;13.62;19.01;21.83;21.28;20.75;22.03;18.25;23.42;26.74;29.24;24.04;—
PEG Ratio;1.12;0.94;1.41;1.66;1.68;1.69;1.55;1.70;2.48;3.50;0.30;2.35;—
Earnings Yield %;5.68;6.12;5.24;4.50;4.55;4.15;3.90;5.11;3.88;0.69;2.01;3.75;—
Enterprise Value (Bil);10.46;11.55;15.87;19.48;21.70;25.37;29.92;29.88;44.11;45.14;43.78;32.91;—
Enterprise Value/EBIT;10.29;9.58;11.56;13.55;13.48;14.57;15.41;14.14;20.69;117.25;33.77;31.99;—
Enterprise Value/EBITDA;8.91;8.35;10.08;11.70;11.57;12.45;13.32;12.22;17.85;60.27;26.41;20.29;—
