Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.10;0.14;0.14;0.15;0.22;0.35;0.43;0.32;0.43;0.62;0.95;0.44;1.89
Price/Earnings;10.18;9.58;—;—;75.45;28.21;27.91;12.34;17.57;153.14;182.00;40.63;18.67
Price/Cash Flow;2.94;4.34;2.24;102.43;15.96;8.17;12.94;4.48;6.41;—;250.32;13.15;10.50
Price/Book;0.54;1.15;0.74;0.87;1.21;1.45;1.64;1.38;1.73;1.80;2.36;1.65;1.64
Price/Forward Earnings;5.42;4.78;8.98;10.73;11.20;10.36;9.78;6.27;12.22;11.78;14.37;12.10;—
PEG Ratio;—;0.08;0.15;0.18;—;—;—;—;—;—;—;—;—
Earnings Yield %;9.82;10.44;-3.11;-21.23;1.33;3.54;3.58;8.11;5.69;0.65;-0.71;4.38;—
Enterprise Value (Mil);316.15;314.16;308.61;301.69;401.60;459.08;534.33;453.83;641.09;637.55;794.72;554.18;—
Enterprise Value/EBIT;6.79;7.97;21.76;—;20.01;14.76;14.92;8.61;15.69;44.28;251.02;22.06;—
Enterprise Value/EBITDA;3.48;4.02;5.84;19.63;8.70;7.65;8.16;5.47;7.73;9.10;16.54;7.78;—
