Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.77;0.96;1.58;1.76;2.44;2.03;2.51;2.25;3.16;2.57;2.98;2.50;1.50
Price/Earnings;11.35;6.16;19.74;16.62;20.83;18.86;22.78;20.76;28.71;25.86;30.05;23.25;24.83
Price/Cash Flow;3.54;6.21;9.90;16.45;31.80;19.68;16.41;37.37;67.80;14.72;17.11;33.11;11.13
Price/Book;0.80;0.95;1.58;1.88;2.65;2.50;2.92;2.32;3.28;2.35;2.72;2.71;1.87
Price/Forward Earnings;—;2.85;14.43;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;0.22;1.09;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;8.81;16.23;5.07;6.02;4.80;5.30;4.39;4.82;3.48;3.87;3.33;4.35;—
Enterprise Value (Mil);154.17;139.91;230.57;309.48;540.68;564.82;705.37;633.37;972.77;760.77;871.65;710.63;—
Enterprise Value/EBIT;7.96;4.61;10.74;10.33;17.23;15.03;17.08;17.36;22.14;19.18;21.97;17.99;—
Enterprise Value/EBITDA;5.54;3.68;8.08;8.40;13.78;11.29;13.26;13.37;17.23;13.83;15.85;13.74;—
