Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.68;0.70;0.60;0.70;1.04;1.64;1.54;1.38;1.54;1.73;2.00;1.57;3.07
Price/Earnings;20.16;17.30;16.81;18.32;15.70;23.36;26.45;17.30;23.58;17.43;14.27;21.66;25.84
Price/Cash Flow;8.18;19.75;16.96;7.28;7.33;21.59;14.12;10.13;21.09;15.84;10.00;16.16;17.36
Price/Book;2.63;1.91;2.19;2.70;2.56;2.62;2.84;2.85;2.74;1.85;2.14;2.50;4.27
Price/Forward Earnings;17.15;12.67;14.16;19.08;19.23;20.88;22.08;23.04;20.83;22.08;17.76;20.52;—
PEG Ratio;5.20;2.93;5.29;3.82;—;7.28;3.10;—;2.13;2.81;1.96;4.30;—
Earnings Yield %;4.96;5.78;5.95;5.46;6.37;4.28;3.78;5.78;4.24;5.74;7.01;4.89;—
Enterprise Value (Bil);2.62;2.58;2.89;3.54;3.74;4.27;4.92;5.50;5.84;5.81;6.26;5.27;—
Enterprise Value/EBIT;17.88;21.07;17.61;16.97;14.68;24.15;27.11;25.85;35.34;24.20;17.81;27.40;—
Enterprise Value/EBITDA;14.42;15.56;13.67;13.55;11.83;17.11;18.68;18.43;22.72;16.14;13.22;18.53;—
