Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;6.20;6.16;4.30;5.51;6.17;6.99;8.07;7.34;7.81;9.41;9.98;8.30;3.07
Price/Earnings;53.34;45.87;22.85;38.55;51.09;70.19;94.13;80.72;119.74;59.37;105.82;93.48;25.84
Price/Cash Flow;16.03;14.51;9.74;12.95;14.31;16.19;19.23;16.00;17.07;21.58;23.02;19.20;17.36
Price/Book;3.72;2.93;2.14;2.98;4.09;3.77;2.54;2.51;3.00;2.34;2.54;3.18;4.27
Price/Forward Earnings;40.16;36.36;37.74;60.98;58.14;50.76;65.36;75.19;68.03;128.21;121.95;85.51;—
PEG Ratio;3.85;1.68;1.89;3.04;—;—;—;1.79;1.66;5.35;2.29;—;—
Earnings Yield %;1.87;2.18;4.38;2.59;1.96;1.42;1.06;1.24;0.84;1.68;0.94;1.26;—
Enterprise Value (Bil);10.37;13.29;11.73;14.74;17.08;22.62;32.94;32.38;37.73;53.40;57.88;37.58;—
Enterprise Value/EBIT;34.37;35.37;23.17;30.21;35.62;39.49;62.83;47.11;56.53;52.27;64.77;52.74;—
Enterprise Value/EBITDA;17.06;17.53;12.18;14.45;16.91;17.83;26.24;17.38;20.33;23.19;24.63;21.37;—
