Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.47;1.68;1.71;1.76;3.39;3.92;3.44;3.45;2.09;3.00;2.66;3.15;1.89
Price/Earnings;10.91;13.31;12.77;12.11;15.24;14.88;14.30;13.22;18.78;26.93;24.62;17.60;18.67
Price/Cash Flow;3.13;36.41;14.06;2.57;8.29;6.55;6.40;8.80;7.80;—;81.58;14.17;10.50
Price/Book;0.91;0.98;0.97;1.06;1.13;1.26;1.15;1.36;1.40;1.66;1.48;1.33;1.64
Price/Forward Earnings;14.81;14.06;13.87;14.73;13.48;15.38;13.50;—;18.80;22.88;23.98;17.68;—
PEG Ratio;—;2.81;2.77;2.95;—;—;—;—;—;—;—;—;—
Earnings Yield %;9.17;7.51;7.83;8.26;6.56;6.72;6.99;7.56;5.33;3.71;4.06;6.06;—
Enterprise Value (Bil);4.23;4.98;4.82;4.94;5.23;5.58;5.55;8.37;9.92;13.13;13.62;8.47;—
Enterprise Value/EBIT;7.11;15.60;15.22;13.06;17.30;16.04;17.18;20.23;17.59;24.13;24.45;18.99;—
Enterprise Value/EBITDA;5.72;10.65;10.32;9.33;12.67;11.96;12.33;14.49;11.04;13.79;13.77;12.63;—
