Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.36;5.59;4.96;5.82;6.63;7.11;7.41;7.00;9.27;8.68;11.92;8.00;3.01
Price/Earnings;70.28;41.24;34.71;79.45;21.22;34.24;46.13;38.59;57.33;45.74;74.31;45.08;25.53
Price/Cash Flow;15.07;13.18;12.13;13.56;15.22;15.65;16.62;15.51;19.92;18.04;24.76;17.50;17.03
Price/Book;3.72;3.00;4.59;1.93;2.28;3.73;1.81;1.76;2.50;2.45;3.34;2.21;4.19
Price/Forward Earnings;43.86;35.46;27.47;38.76;37.31;44.84;47.17;—;51.02;—;—;45.62;—
PEG Ratio;8.77;7.10;5.49;7.74;5.34;6.42;6.73;—;—;—;—;6.81;—
Earnings Yield %;1.42;2.42;2.88;1.26;4.71;2.92;2.17;2.59;1.74;2.19;1.35;2.35;—
Enterprise Value (Bil);3.93;4.40;6.22;8.96;10.23;14.52;15.87;15.35;19.51;18.90;24.02;16.85;—
Enterprise Value/EBIT;39.71;34.81;44.67;42.23;22.17;40.75;39.26;32.99;42.66;37.43;54.48;38.38;—
Enterprise Value/EBITDA;18.30;17.02;22.55;16.72;13.49;22.06;18.15;16.09;20.51;18.67;25.08;20.11;—
