Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.98;1.01;1.23;1.20;1.07;1.30;1.06;0.62;0.70;0.92;1.15;0.87;3.01
Price/Earnings;21.36;13.68;28.43;19.73;21.08;18.90;24.87;12.75;16.43;112.28;22.81;24.11;25.53
Price/Cash Flow;9.77;16.71;11.76;19.90;12.55;14.86;11.60;9.78;9.40;7.26;5.91;10.05;17.03
Price/Book;2.41;2.28;2.58;2.39;2.08;2.58;1.95;1.20;1.34;1.53;1.92;1.64;4.19
Price/Forward Earnings;18.59;13.70;16.37;18.38;16.53;17.86;17.33;11.92;11.55;17.57;11.64;14.26;—
PEG Ratio;0.98;0.72;0.86;1.05;1.22;1.12;—;1.83;—;—;—;1.53;—
Earnings Yield %;4.68;7.31;3.52;5.07;4.74;5.29;4.02;7.85;6.09;0.89;4.38;5.30;—
Enterprise Value (Mil);756.37;821.66;906.12;899.83;778.99;990.76;733.58;429.24;600.46;573.63;706.89;630.96;—
Enterprise Value/EBIT;17.73;14.17;15.51;12.08;11.74;11.38;14.29;8.65;14.72;30.94;17.71;14.94;—
Enterprise Value/EBITDA;12.03;10.82;11.90;9.69;9.11;9.29;10.25;6.19;10.11;16.13;12.56;10.06;—
