Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.28;3.07;3.99;4.03;4.32;4.46;4.77;4.28;5.20;5.23;6.92;4.68;3.07
Price/Earnings;—;387.50;121.51;90.92;14.59;22.26;23.49;22.98;24.45;35.41;43.98;24.87;25.84
Price/Cash Flow;7.20;9.66;11.84;12.69;12.45;13.04;14.45;12.28;14.82;14.36;17.98;14.60;17.36
Price/Book;3.10;4.16;5.31;6.05;5.77;6.20;6.69;6.28;7.68;7.44;9.00;6.71;4.27
Price/Forward Earnings;128.21;57.80;45.87;35.21;19.88;20.70;—;—;23.04;—;—;27.06;—
PEG Ratio;57.14;0.69;0.52;0.75;2.20;—;—;—;—;—;—;—;—
Earnings Yield %;-0.22;0.26;0.82;1.10;6.85;4.49;4.26;4.35;4.09;2.82;2.27;4.21;—
Enterprise Value (Bil);4.74;5.74;6.91;7.04;7.74;8.89;9.73;9.42;13.21;12.50;14.59;10.64;—
Enterprise Value/EBIT;27.31;32.54;31.45;33.55;21.10;20.90;21.58;21.67;26.03;32.40;38.96;24.12;—
Enterprise Value/EBITDA;10.01;12.15;13.40;14.24;13.67;14.22;14.79;14.32;17.55;19.65;23.37;15.89;—
